Nivel	Id_Direccion	Desc_Direccion	Id_Clave
5	J6060          	DIRECCION DE RESIDENCIAS ESTUDIANTILES	5-J6060          
5	J6100          	ECONOMIA Y SERVICIOS RESID. ESTUDIANTIL RES. EST. 12 Y MAL.  	5-J6100          
5	J6103          	SECCION DE MANTENIMIENTO	5-J6103          
5	J6104          	SECCION CENTRO DE ELABORACION	5-J6104          
5	J6200          	ECONOMIA Y SERVICIOS RESID. ESTUDIANTIL RES. EST. F Y 3RA.  	5-J6200          
5	J6201          	SALA  DE COMPUTACION	5-J6201          
5	J6203          	SECCION DE MANTENIMIENTO	5-J6203          
5	J6204          	SECCION DE CENTRO DE ELABORACION	5-J6204          
5	J6210          	ECONOMIA Y SERVICIOS RESID. ESTUDIANTIL RES. EST. F Y 3RA. ASEGURAMIENTO 	5-J6210          
5	J6300          	ECONOMIA Y SERVICIOS RESID. ESTUDIANTIL RES. EST. ALAMAR 6  	5-J6300          
5	J6303          	GRUPO DE MANTENIMIENTO	5-J6303          
5	J6304          	COCINA COMEDOR	5-J6304          
5	J6400          	ECONOMIA Y SERVICIOS RESID. ESTUDIANTIL RES. EST. MICRO X  	5-J6400          
5	J6403          	GRUPO DE MANTENIMIENTO	5-J6403          
5	J6404          	COCINA COMEDOR	5-J6404          
5	J6500          	ECONOMIA Y SERVICIOS RESID. ESTUDIANTIL RES. EST. GUITERAS  	5-J6500          
5	J6503          	GRUPO DE MANTENIMIENTO	5-J6503          
5	J6504          	COCINA COMEDOR	5-J6504          
5	J6600          	CENTRO DE ELABORACION DEL ESTE	5-J6600          
5	J7000          	DIRECCION DE ALIMENTACION	5-J7000          
5	J7010          	DEPARTAMENTO ECONOMICO	5-J7010          
5	J7020          	DEPERTAMENTO GASTRONOMICO	5-J7020          
5	K0000          	FACULTAD DE ECONOMIA	5-K0000          
5	K0010          	ECONOMIA   SECRETARIA FACULTAD 	5-K0010          
5	K0020          	ECONOMIA   ADMINISTRACION 	5-K0020          
5	K0025          	GRIPO DE ICTB  . BIBLIOTECA.	5-K0025          
5	K0300          	ECONOMIA  DESARROLLO ECONOM.  	5-K0300          
5	K0400          	ECONOMIA  MACRO Y MICROECONOM.  	5-K0400          
5	K0500          	ECONOMIA  CIENCIAS EMPRESARIA.  	5-K0500          
5	K0600          	ECONOMIA  DE PLANIFICACION DE LA ECONOMIA NACIONAL	5-K0600          
5	K0700          	ECONOMIA  ESTADIS. E INFORMAT.  	5-K0700          
5	K0710          	ECONOMIA  ESTADIS. E INFORMAT. LABORATORIO COMPUT. 	5-K0710          
5	L0000          	FACULTAD DE CONTABILIDAD Y FINANZAS	5-L0000          
5	L0010          	CONTAB. Y FINANZAS   SECRETARIA FACULTAD 	5-L0010          
5	L0020          	CONTAB. Y FINANZAS   ADMINISTRACION 	5-L0020          
5	L0030          	CONTAB. Y FINANZAS   IDIOMAS 	5-L0030          
5	L0300          	CONTAB. Y FINANZAS  CONTABIL. Y AUDITOR.  	5-L0300          
5	L0400          	CONTAB. Y FINANZAS  COSTOS Y SISTEMAS  	5-L0400          
5	L0500          	CONTAB. Y FINANZAS  FINANZAS  	5-L0500          
5	L6000          	CONTAB. Y FINANZAS CETED   	5-L6000          
5	M0000          	FACULTAD DE EDUCACION A DISTANCIA	5-M0000          
5	M0010          	EDUCACION A DISTANCI   SECRETARIA FACULTAD 	5-M0010          
5	M0020          	EDUCACION A DISTANCI   ADMINISTRACION 	5-M0020          
5	O0000          	MATEMATICA Y COMPUT.    	5-O0000          
5	O0005          	GRUPO DE CRIPTOGRAFIA	5-O0005          
5	O0010          	MATEMATICA Y COMPUT.   SECRETARIA FACULTAD 	5-O0010          
5	O0020          	MATEMATICA Y COMPUT.   ADMINISTRACION 	5-O0020          
5	O0100          	MATEMATICA Y COMPUT. DPTO MATEMATICA	5-O0100          
5	O0200          	MATEMATICA Y COMPUT.  DPTO MATEMATICA  APLICADA	5-O0200          
5	O0300          	MATEMATICA Y COMPUT.  DPTO COMPUTACION 1.	5-O0300          
5	O0400          	MATEMATICA Y COMPUT.DPTO DE  COMPUTACION 2.	5-O0400          
5	O0410          	MATEMATICA Y COMPUT.  COMPUTACION LABORATORIO COMPUT. 	5-O0410          
5	O0430          	GRUPO DE TRABAJO (CASA DEL SOFTWARE)	5-O0430          
5	O0600          	CENTRO DE ESTUDIOS DE CRIPTOGRAFIA	5-O0600          
5	P0000          	QUIMICA    	5-P0000          
5	P0010          	QUIMICA   SECRETARIA FACULTAD 	5-P0010          
5	P0020          	QUIMICA   ADMINISTRACION 	5-P0020          
5	P0025          	BIBLIOTECA	5-P0025          
5	P0100          	QUIMICA  QUIMICA INORGANICA  	5-P0100          
5	P0200          	QUIMICA  QUIMICA ORGANICA  	5-P0200          
5	P0300          	QUIMICA  QUIMICA ANALITICA  	5-P0300          
5	P0400          	QUIMICA  QUIMICA FISICA  	5-P0400          
5	P0500          	QUIMICA  QUIMICA GENERAL  	5-P0500          
5	P0630          	QUIMICA  AREA INVEST. DESARR. LABORAT BIO-INORGANI 	5-P0630          
5	P0640          	QUIMICA  AREA INVEST. DESARR. LAB SINTESIS ORGANIC 	5-P0640          
5	P2000          	QUIMICA C.E.ANTIGENO SINTET.   	5-P2000          
5	P2010          	QUIMICA C.E.ANTIGENO SINTET.  ADMINISTRACION 	5-P2010          
5	P2020          	DEPARTAMENTO DE GLICOCONJUGACION	5-P2020          
5	P2030          	DEPARTAMENTO DE QUIMICA	5-P2030          
5	P2040          	DEPARTAMENTO DE CALIDAD	5-P2040          
5	P3000          	QUIMICA C.E.PROD NATURALES.   	5-P3000          
5	P3010          	QUIMICA C.E.PROD NATURALES.  ADMINISTRACION (C.E) 	5-P3010          
5	Q0000          	FISICA    	5-Q0000          
5	Q0010          	FISICA   SECRETARIA FACULTAD 	5-Q0010          
5	Q0020          	FISICA   ADMINISTRACION 	5-Q0020          
5	Q0100          	FISICA  FISICA GENERAL  	5-Q0100          
5	Q0200          	FISICA  FISICA APLICADA  	5-Q0200          
5	Q0300          	FISICA  FISCA TEORICA  	5-Q0300          
5	R0000          	BIOLOGIA    	5-R0000          
5	R0003          	GRUPO DE INFORMATIZACION	5-R0003          
5	R0005          	GRUPO DE ICTB (BIBLIOTECA)	5-R0005          
5	R0010          	BIOLOGIA   SECRETARIA FACULTAD 	5-R0010          
5	R0100          	BIOLOGIA  ADMINISTRATIVO  	5-R0100          
5	R0200          	BIOLOGIA  BIOQUIMICA  	5-R0200          
5	R0300          	BIOLOGIA  MICROBIOLOGIA  	5-R0300          
5	R0400          	BIOLOGIA  BIOLOGIA VEGETAL  	5-R0400          
5	R0500          	BIOLOGIA  BIOL. ANIMAL Y HUM.  	5-R0500          
5	R0510          	 ( MUSEOS  )	5-R0510          
5	R0600          	BIOLOGIA  AREA INVEST. DESARR.  	5-R0600          
5	R0700          	BIOLOGIA  LABORAT. DOC. BIOL.  	5-R0700          
5	R2000          	BIOLOGIA C.E.DE PROTEINAS   	5-R2000          
5	R3000          	BIOLOGIA C.I.M.   	5-R3000          
5	R3010          	GRUPO DE MANEJO Y CONSERVACION DE RECURSOS MARINOS	5-R3010          
5	R3020          	GRUPO DE ECOLOGIA MARINA	5-R3020          
5	R3030          	GRUPO DE CAMBIO CLIMATICO	5-R3030          
5	R3040          	GRUPO DE ACUICULTURA	5-R3040          
5	R3050          	GRUPO DE GENETICA DE LA CONSERVACION	5-R3050          
5	R3100          	BIOLOGIA C.I.M. BIOLOGIA MARINA  	5-R3100          
5	R3200          	BIOLOGIA C.I.M. ADMINISTRATIVO  	5-R3200          
5	S0000          	GEOGRAFIA    	5-S0000          
5	S0010          	GEOGRAFIA   SECRETARIA FACULTAD 	5-S0010          
5	S0020          	GEOGRAFIA   ADMINISTRACION 	5-S0020          
5	S0030          	GEOGRAFIA   GEOGRAFIA FISICA 	5-S0030          
5	S0040          	GEOGRAFIA   GEOGRAFIA ECONOMICA 	5-S0040          
5	T0000          	FILOSOFIA E HISTORIA    	5-T0000          
5	T0010          	FILOSOFIA E HISTORIA   SECRETARIA FACULTAD 	5-T0010          
5	T0020          	FILOSOFIA E HISTORIA   ADMINISTRACION 	5-T0020          
5	T0100          	FILOSOFIA E HISTORIA  FILOSOFIA ESPECIAL.  	5-T0100          
5	T0400          	FILOSOFIA E HISTORIA  SOCIOLOGIA  	5-T0400          
5	T0410          	FILOSOFIA E HISTORIA  SOCIOLOGIA ESC.T.SOC(COJIMAR) 	5-T0410          
5	T0500          	FILOSOFIA E HISTORIA  FTP P/L C. SOC. EC.  	5-T0500          
5	T0600          	FILOSOFIA E HISTORIA  FTP P/L C. NAT. Y M.  	5-T0600          
5	T0700          	FILOSOFIA E HISTORIA  HISTORIA DE CUBA  	5-T0700          
5	T0800          	FILOSOFIA E HISTORIA  HISTORIA  	5-T0800          
5	T2000          	FILOSOFIA E HISTORIA C.E.CASA FDO ORTIZ   	5-T2000          
5	U0000          	DERECHO    	5-U0000          
5	U0005          	 GRUPO DE I.C.T.B (BIBLIOTECA)	5-U0005          
5	U0010          	DERECHO   SECRETARIA FACULTAD 	5-U0010          
5	U0020          	DERECHO   ADMINISTRACION 	5-U0020          
5	U0100          	DERECHO  JURIDICOS BASICOS  	5-U0100          
5	U0110          	DERECHO  JURIDICOS BASICOS ESC.T.SOC.(COJIMAR) 	5-U0110          
5	U0200          	DERECHO  PENAL  	5-U0200          
5	U0220          	DERECHO  PENAL ESC.T.SOC.(COJIMAR) 	5-U0220          
5	U0300          	DERECHO  ECONOMICO INTERNAC.  	5-U0300          
5	U0330          	DERECHO  ECONOMICO INTERNAC. ESC.T.SOC.(COJIMAR) 	5-U0330          
5	U0400          	DERECHO  CIVIL  	5-U0400          
5	U0440          	DERECHO  CIVIL ESC.T.SOC.(COJIMAR) 	5-U0440          
5	V0000          	PSICOLOGIA    	5-V0000          
5	V0010          	PSICOLOGIA   SECRETARIA FACULTAD 	5-V0010          
5	V0020          	PSICOLOGIA   ADMINISTRACION 	5-V0020          
5	V0100          	PSICOLOGIA  FORMACION BASICA  	5-V0100          
5	V0110          	PSICOLOGIA  FORMACION BASICA ESC.T.SOC(COJIMAR) 	5-V0110          
5	V0200          	PSICOLOGIA  EJERCICIO D/LA PROF.  	5-V0200          
5	V0220          	PSICOLOGIA  EJERCICIO D/LA PROF. ESC.T.SOC(COJIMAR) . 	5-V0220          
5	W0000          	ARTES Y LETRAS    	5-W0000          
5	W0010          	ARTES Y LETRAS   SECRETARIA FACULTAD 	5-W0010          
5	W0020          	ARTES Y LETRAS   ADMINISTRACION 	5-W0020          
5	W0030          	GRUPO EDITORIAL (U-H)	5-W0030          
5	W0100          	ARTES Y LETRAS  ESTUDIOS LITERARIOS  	5-W0100          
5	W0200          	ARTES Y LETRAS  LINGUISTICA  	5-W0200          
5	W0210          	ARTES Y LETRAS  LINGUISTICA ESC.T.SOC.(COJIMAR) 	5-W0210          
5	W0300          	ARTES Y LETRAS  HISTORIA DEL ARTE  	5-W0300          
5	W0400          	DEPARTAMENTO DE PATRIMONIO	5-W0400          
5	W0500          	DEPARTAMENTO DE ESTUDIOS SOCIOCULTURALES	5-W0500          
5	X0000          	LENGUAS EXTRANJERAS    	5-X0000          
5	X0010          	LENGUAS EXTRANJERAS   SECRETARIA FACULTAD 	5-X0010          
5	X0020          	LENGUAS EXTRANJERAS   ADMINISTRACION 	5-X0020          
5	X0100          	LENGUAS EXTRANJERAS  INGLES  	5-X0100          
5	X0200          	LENGUAS EXTRANJERAS  PREST. INGLES  	5-X0200          
5	X0210          	LENGUAS EXTRANJERAS  PREST. INGLES ESC.T.SOC.(COJIMAR) 	5-X0210          
5	X0300          	LENGUAS EXTRANJERAS  FRANCES Y PORTUGUES  	5-X0300          
5	X0400          	LENGUAS EXTRANJERAS  ALEMAN  	5-X0400          
5	X0500          	LENGUAS EXTRANJERAS  RUSO E/ ITALIAN0  	5-X0500          
5	X0700          	LENGUAS EXTRANJERAS  ESPAÑOL  	5-X0700          
5	X0900          	CENTRO DE IDIOMAS	5-X0900          
5	Y0000          	COMUNICACION    	5-Y0000          
5	Y0010          	COMUNICACION   SECRETARIA FACULTAD 	5-Y0010          
5	Y0020          	COMUNICACION   ADMINISTRACION 	5-Y0020          
5	Y0035          	COMUNICACION   COMUNICACION E.T.SOC 	5-Y0035          
5	Y0100          	COMUNICACION  BIBLIOT Y CIENC INF  	5-Y0100          
5	Y0200          	COMUNICACION  PERIODISMO  	5-Y0200          
5	Y0300          	COMUNICACION  COMUNICACION SOCIAL  	5-Y0300          
5	Z0000          	FACULTAD DE LENGUA ESPAÑOLA PARA NO HISPANOHABLANTES	5-Z0000          
5	Z0010          	SECRETARIA DE FACULTAD	5-Z0010          
5	Z0020          	BIBLIOTECA	5-Z0020          
5	Z0030          	GRUPO DE ACTIVIDADES ADMINISTRATIVAS	5-Z0030          
5	Z0100          	DEPARTAMENTO DE DIAGNOSTICO	5-Z0100          
5	Z0200          	DEPARTAMENTO DE EXTENSION UNIVERSITARIA	5-Z0200          
5	Z0300          	UNIDAD I DE PREPARATORIA	5-Z0300          
5	Z0400          	UNIDAD II DE PREPARATORIA	5-Z0400          
5	Z0500          	PROGRAMA DE PERFECCIONAMIENTO - COJIMAR	5-Z0500          
5	Z0600          	DEPARTAMENTO DE PRACTICA INTEGRAL DE LENGUA ESPAÑOLA	5-Z0600          
5	Z0700          	DEPARTAMENTO DE LENGUA Y COMUNICACION	5-Z0700          
5	Z0800          	DEPARTAMENTO DE ESTUDIOS LINGUISTICOS	5-Z0800          
5	Z0910          	AREA DE RESERVA	5-Z0910          
